,id,name,username,created_at,protected,verified,location,description,followers_count,following_count,tweet_count,tweets,account_type,url,is_quoted_retweets
0,250022709,فهد الكبيسي,FahadAlkubaisi,2011-02-10T07:37:37.000Z,False,True,Qatar,مغني قطري Qatari Singer. Business Manager : Ahmad Ali (+974 55557572) Instagram:ALKUBAISIOFFICIAL snapchat:kubaisiofficial,590343,626,20387,@Al_MannaiM الله يرحمه ويغفر له ويسكنه الجنه ويصبركم على فراقه ياخوي ، انا لله وانا اليه راجعون,human,,0
1,250022709,فهد الكبيسي,FahadAlkubaisi,2011-02-10T07:37:37.000Z,False,True,Qatar,مغني قطري Qatari Singer. Business Manager : Ahmad Ali (+974 55557572) Instagram:ALKUBAISIOFFICIAL snapchat:kubaisiofficial,590343,626,20387,"RT @ppoii3_: الصدق من ٢٠١٥ ماجاء ابتكار للكليبات زي ذا الابتكار 
@FahadAlkubaisi https://t.co/OlUnBQ1HmM",human,https://t.co/OlUnBQ1HmM,1
2,250022709,فهد الكبيسي,FahadAlkubaisi,2011-02-10T07:37:37.000Z,False,True,Qatar,مغني قطري Qatari Singer. Business Manager : Ahmad Ali (+974 55557572) Instagram:ALKUBAISIOFFICIAL snapchat:kubaisiofficial,590343,626,20387,"بحضور فخامة الرئيس عبدالفتاح السيسي تشرفت بتمثيل بلدي #قطر بالمشاركة في اوبريت ""لمّتنا"" ضمن احتفالات اكتوبر في جمهورية #مصر الحبيبة مع مجموعة من زملائي الفنانين من الدول العربية مع كل الحب لمصر ولوطننا العربي الكبير 🤍
#السعودية #ليبيا #الأردن #الإمارات #فلسطين #المغرب #لبنان https://t.co/grJg56LV8W",human,https://t.co/grJg56LV8W,0
3,250022709,فهد الكبيسي,FahadAlkubaisi,2011-02-10T07:37:37.000Z,False,True,Qatar,مغني قطري Qatari Singer. Business Manager : Ahmad Ali (+974 55557572) Instagram:ALKUBAISIOFFICIAL snapchat:kubaisiofficial,590343,626,20387,"RT @imuthanaa: يا عظمتك يا بو خالد🤍🤍 
@FahadAlkubaisi 

https://t.co/xR5qTYra8r",human,https://t.co/xR5qTYra8r,1
4,250022709,فهد الكبيسي,FahadAlkubaisi,2011-02-10T07:37:37.000Z,False,True,Qatar,مغني قطري Qatari Singer. Business Manager : Ahmad Ali (+974 55557572) Instagram:ALKUBAISIOFFICIAL snapchat:kubaisiofficial,590343,626,20387,"RT @GorgeousFahad: حالي كيف ما شفته؟
 @FahadAlkubaisi https://t.co/GBxksnazbI",human,https://t.co/GBxksnazbI,1
5,44763958,Kathie stax,Pandemonical,2009-06-04T23:44:46.000Z,False,False,"Brooklyn, New York",,39,53,2842,RT @joncoopertweets: Maybe Republicans are banning books because reading and learning turns people into Democrats.,human,,1
6,44763958,Kathie stax,Pandemonical,2009-06-04T23:44:46.000Z,False,False,"Brooklyn, New York",,39,53,2842,BEDT NEWS ALL WEEK!!!! https://t.co/YAsrnswh63,human,https://t.co/YAsrnswh63,0
7,44763958,Kathie stax,Pandemonical,2009-06-04T23:44:46.000Z,False,False,"Brooklyn, New York",,39,53,2842,Socrates moves quick. Do you? Find him hidden in the trailer for a chance to win $1000 in movies from #AtomTickets. Play now &amp; see #AddamsFamily2 in theaters &amp; on demand October 1!  @meettheaddams @atomtickets #TMobileTuesdays #useek  https://t.co/OnNSFw2QIb via @useek_official,human,https://t.co/OnNSFw2QIb,0
8,44763958,Kathie stax,Pandemonical,2009-06-04T23:44:46.000Z,False,False,"Brooklyn, New York",,39,53,2842,"Wow, here is a suggestion, take a fucking seat. Disgusting! https://t.co/tCKQugYfMd",human,https://t.co/tCKQugYfMd,0
9,44763958,Kathie stax,Pandemonical,2009-06-04T23:44:46.000Z,False,False,"Brooklyn, New York",,39,53,2842,@rabiasquared the only consistently racist person I see on any feed. Truly disgusting.,human,,0
