,id,name,username,created_at,protected,verified,location,description,followers_count,following_count,tweet_count,tweets,account_type,url,is_quoted_retweets
0,763953650519515136,Homescape Closeouts,kifode,2016-08-12T04:21:58.000Z,False,False,"Colorado Springs, CO",I source from all over and bring the savings to you!,75,463,664,"Watch Mystery Boxes, Bundle Discounts, and Giveaways! 🔮 ✨️  livestream from @rebootroxy on Whatnot: https://t.co/654tghwxJu",human,https://t.co/654tghwxJu,0
1,763953650519515136,Homescape Closeouts,kifode,2016-08-12T04:21:58.000Z,False,False,"Colorado Springs, CO",I source from all over and bring the savings to you!,75,463,664,"Watch Chips, Dings, &amp; Undesirables Flash Sale ☎️🚀 livestream from @rebootroxy on Whatnot: https://t.co/gdjiwdzvio",human,https://t.co/gdjiwdzvio,0
2,763953650519515136,Homescape Closeouts,kifode,2016-08-12T04:21:58.000Z,False,False,"Colorado Springs, CO",I source from all over and bring the savings to you!,75,463,664,"Just posted a photo @ Monument, Colorado https://t.co/ZLZU3i6Hji",human,https://t.co/ZLZU3i6Hji,0
3,763953650519515136,Homescape Closeouts,kifode,2016-08-12T04:21:58.000Z,False,False,"Colorado Springs, CO",I source from all over and bring the savings to you!,75,463,664,Watch ✨️ Brand New Rack! Shop my thrift finds before anyone else! ✨️ livestream from @houseofcloth on Whatnot: https://t.co/664tw1EA64,human,https://t.co/664tw1EA64,0
4,763953650519515136,Homescape Closeouts,kifode,2016-08-12T04:21:58.000Z,False,False,"Colorado Springs, CO",I source from all over and bring the savings to you!,75,463,664,"Watch houseofcloth's ""Women's Clothing &amp; Accessories"" livestream on Whatnot: https://t.co/ZPuLm5s6eJ via @whatnot",human,https://t.co/ZPuLm5s6eJ,0
5,64155778,Valerie Anne Kelly,valzart,2009-08-09T11:08:36.000Z,False,False,Spain/UK,Valerie Anne Kelly - Artist - V.Kelly©2019 #abstractart #artwork #painter #artist #equineart #horses #artprints #artforsale #canvas #saatchiart,1412,1382,15319,Sold! 20 Christmas Cards with thx to the buyer from the USA. WV 👍😀💃 https://t.co/MseJkSMiMd,human,https://t.co/MseJkSMiMd,0
6,64155778,Valerie Anne Kelly,valzart,2009-08-09T11:08:36.000Z,False,False,Spain/UK,Valerie Anne Kelly - Artist - V.Kelly©2019 #abstractart #artwork #painter #artist #equineart #horses #artprints #artforsale #canvas #saatchiart,1412,1382,15319,I sold a Sweatshirt - Navy - XLarge on https://t.co/mXqSUjlvcL! https://t.co/BduvXLGJ7h via @fineartamerica,human,https://t.co/mXqSUjlvcL,0
7,64155778,Valerie Anne Kelly,valzart,2009-08-09T11:08:36.000Z,False,False,Spain/UK,Valerie Anne Kelly - Artist - V.Kelly©2019 #abstractart #artwork #painter #artist #equineart #horses #artprints #artforsale #canvas #saatchiart,1412,1382,15319,@Jeanne_8L Wonderful photography Jeanne❤️,human,,0
8,64155778,Valerie Anne Kelly,valzart,2009-08-09T11:08:36.000Z,False,False,Spain/UK,Valerie Anne Kelly - Artist - V.Kelly©2019 #abstractart #artwork #painter #artist #equineart #horses #artprints #artforsale #canvas #saatchiart,1412,1382,15319,Check out this new painting that I uploaded to https://t.co/cGrSiJTa6G! https://t.co/rZN6kMl9pe,human,https://t.co/cGrSiJTa6G,0
9,64155778,Valerie Anne Kelly,valzart,2009-08-09T11:08:36.000Z,False,False,Spain/UK,Valerie Anne Kelly - Artist - V.Kelly©2019 #abstractart #artwork #painter #artist #equineart #horses #artprints #artforsale #canvas #saatchiart,1412,1382,15319,@FishdomOfficial Great fun✅,human,,0
10,4380248597,World Traveler,ucimatraveler,2015-12-05T06:33:30.000Z,False,False,,,18,0,2456,RT @DavidKWilliams: We are all damaged. We have all been hurt... @SimpleReminders #quoteoftheday #ThursdayThought #ThoughtLeader #quote #qu…,bot,,1
11,4380248597,World Traveler,ucimatraveler,2015-12-05T06:33:30.000Z,False,False,,,18,0,2456,RT @every1bets: How I Play United Kingdom Casinos For The Win      https://t.co/DB2nV50ojN,bot,https://t.co/DB2nV50ojN,1
12,4380248597,World Traveler,ucimatraveler,2015-12-05T06:33:30.000Z,False,False,,,18,0,2456,RT @nimalTV: Have you heard ‘Off The Cuff’ by @nimalTV on #SoundCloud? #np https://t.co/Ee0r5K79zA,bot,https://t.co/Ee0r5K79zA,1
13,4380248597,World Traveler,ucimatraveler,2015-12-05T06:33:30.000Z,False,False,,,18,0,2456,RT @USITechBitcoin: Ethereum Smart Contracts https://t.co/xDnCGxRWSY #ether #ethereum,bot,https://t.co/xDnCGxRWSY,1
14,174145542,Pamela Falk CBS News Correspondent United Nations,PamelaFalk,2010-08-03T06:06:07.000Z,False,True,United Nations,CBS News Correspondent ~ JDColumbiaLaw https://t.co/Fy3Xtau0IF,29101,21948,117755,Russia says truck bomb damages bridge to Crimea  https://t.co/BOQlwaGZS2,human,https://t.co/BOQlwaGZS2,0
15,174145542,Pamela Falk CBS News Correspondent United Nations,PamelaFalk,2010-08-03T06:06:07.000Z,False,True,United Nations,CBS News Correspondent ~ JDColumbiaLaw https://t.co/Fy3Xtau0IF,29101,21948,117755,https://t.co/U9fz1pS6nm,human,https://t.co/U9fz1pS6nm,0
16,174145542,Pamela Falk CBS News Correspondent United Nations,PamelaFalk,2010-08-03T06:06:07.000Z,False,True,United Nations,CBS News Correspondent ~ JDColumbiaLaw https://t.co/Fy3Xtau0IF,29101,21948,117755,RT @CBSEveningNews: RISING GAS PRICES: The national average for a regular gallon of gas jumped 4 cents overnight after OPEC+ announced a bi…,human,,1
17,174145542,Pamela Falk CBS News Correspondent United Nations,PamelaFalk,2010-08-03T06:06:07.000Z,False,True,United Nations,CBS News Correspondent ~ JDColumbiaLaw https://t.co/Fy3Xtau0IF,29101,21948,117755,RT @CBSEveningNews: Police in Ukraine say they have recovered the bodies of more than 500 civilians in territory recaptured by the Ukrainia…,human,,1
18,174145542,Pamela Falk CBS News Correspondent United Nations,PamelaFalk,2010-08-03T06:06:07.000Z,False,True,United Nations,CBS News Correspondent ~ JDColumbiaLaw https://t.co/Fy3Xtau0IF,29101,21948,117755,"RT @CBSEveningNews: President Biden said Thursday the risk of ""Armageddon"" is at the highest level since the 1962 Cuban Missile Crisis, as…",human,,1
19,102058532,Casey Batchelor,CaseyBatchelor,2010-01-05T13:18:50.000Z,False,True,Essex,Aka: Yoga Ninja 200hr YTT🙅🏻 Management: molly@unleashed-talent.com Instagram: Caseybatchelor1,264437,2359,16165,@British_Airways Is there anyway I can speak with someone to add an infant on my current booking. Every time I call it says it’s not taking calls right now 🤷🏻‍♀️,human,,0
20,102058532,Casey Batchelor,CaseyBatchelor,2010-01-05T13:18:50.000Z,False,True,Essex,Aka: Yoga Ninja 200hr YTT🙅🏻 Management: molly@unleashed-talent.com Instagram: Caseybatchelor1,264437,2359,16165,Just posted a video https://t.co/JNw40Gs2lu,human,https://t.co/JNw40Gs2lu,0
21,102058532,Casey Batchelor,CaseyBatchelor,2010-01-05T13:18:50.000Z,False,True,Essex,Aka: Yoga Ninja 200hr YTT🙅🏻 Management: molly@unleashed-talent.com Instagram: Caseybatchelor1,264437,2359,16165,Just posted a photo https://t.co/YA3VcAjR3H,human,https://t.co/YA3VcAjR3H,0
22,102058532,Casey Batchelor,CaseyBatchelor,2010-01-05T13:18:50.000Z,False,True,Essex,Aka: Yoga Ninja 200hr YTT🙅🏻 Management: molly@unleashed-talent.com Instagram: Caseybatchelor1,264437,2359,16165,Just posted a video https://t.co/fIADT2R48k,human,https://t.co/fIADT2R48k,0
23,102058532,Casey Batchelor,CaseyBatchelor,2010-01-05T13:18:50.000Z,False,True,Essex,Aka: Yoga Ninja 200hr YTT🙅🏻 Management: molly@unleashed-talent.com Instagram: Caseybatchelor1,264437,2359,16165,Just posted a photo https://t.co/DH3qYQZ8IZ,human,https://t.co/DH3qYQZ8IZ,0
24,253315622,GustavoGómezCórdoba,gusgomez1701,2011-02-17T00:26:14.000Z,False,False,,"Vivo, que ya es mucho decir. Ad astra per aspera.",535317,9068,143950,@AdrianaRosado01 Qué dicha. Felicitaciones!!!!!!,human,,0
25,253315622,GustavoGómezCórdoba,gusgomez1701,2011-02-17T00:26:14.000Z,False,False,,"Vivo, que ya es mucho decir. Ad astra per aspera.",535317,9068,143950,@fernandoposada_ https://t.co/dgr68CukwP,human,https://t.co/dgr68CukwP,0
26,253315622,GustavoGómezCórdoba,gusgomez1701,2011-02-17T00:26:14.000Z,False,False,,"Vivo, que ya es mucho decir. Ad astra per aspera.",535317,9068,143950,@luiselbertom @JCecheverryCol A ver qué opina @JCecheverryCol,human,,0
