,id,name,username,created_at,protected,verified,location,description,followers_count,following_count,tweet_count,tweets,account_type,url,is_quoted_retweets
0,540384574,christine crum,christinecrum,2012-03-30T00:17:38.000Z,False,False,,,25,0,2800,"RT @TheSkoobsApp: #win a $1,000 scholarship to pay for your books this semester! #Retweet and follow to enter!!!#giveaways #studentproblems…",bot,,1
1,540384574,christine crum,christinecrum,2012-03-30T00:17:38.000Z,False,False,,,25,0,2800,"RT @NadelParis: ""The dance can reveal everything mysterious that is hidden in music. (..) Dancing is poetry with arms and legs."" --Charles…",bot,,1
2,540384574,christine crum,christinecrum,2012-03-30T00:17:38.000Z,False,False,,,25,0,2800,"RT @ATATVLIVE: @Samkul773 ?? We say it's more #Afrobeats than Dancehall 💃🏾💃🏾
🙆🏾‍♂️ Vote 🤷🏾‍♂️
RT for Afrobeat / Fav for Dancehall https://t…",bot,,1
3,237870401,Johnny Knoxville,realjknoxville,2011-01-13T20:48:59.000Z,False,False,,,1676212,36,1623,"Whew, glad to be back after some time away with this sneak peek from my new film Action Point.… https://t.co/U3X8aVVoLP",human,https://t.co/U3X8aVVoLP,0
4,237870401,Johnny Knoxville,realjknoxville,2011-01-13T20:48:59.000Z,False,False,,,1676212,36,1623,"Is it just me or does it sound like the official says, “Personal foul, cockblock.” Whatever I… https://t.co/bAgR1qs76G",human,https://t.co/bAgR1qs76G,0
5,237870401,Johnny Knoxville,realjknoxville,2011-01-13T20:48:59.000Z,False,False,,,1676212,36,1623,Meet the most proposed to woman in the carnival.😳💃🏼#kegelqueen https://t.co/NCiourLHBE,human,https://t.co/NCiourLHBE,0
6,237870401,Johnny Knoxville,realjknoxville,2011-01-13T20:48:59.000Z,False,False,,,1676212,36,1623,Walking on a tightrope is nothing compared to what Sheila can do on it. 😳 #thatssomegrip… https://t.co/5AcuzncLLT,human,https://t.co/5AcuzncLLT,0
7,237870401,Johnny Knoxville,realjknoxville,2011-01-13T20:48:59.000Z,False,False,,,1676212,36,1623,Balloon Art level: Master https://t.co/ZILsfccFTk,human,https://t.co/ZILsfccFTk,0
8,593059141,Jev,ThomasJeavons,2012-05-28T20:54:31.000Z,False,False,"Manchester, England","this narcissism, more like narcotics, so it goes",307,188,29614,RT @1DOPEKEV: how i view twitter every morning https://t.co/ALceay5Qwv,human,https://t.co/ALceay5Qwv,1
9,593059141,Jev,ThomasJeavons,2012-05-28T20:54:31.000Z,False,False,"Manchester, England","this narcissism, more like narcotics, so it goes",307,188,29614,RT @INDIEWASHERE: https://t.co/GzS71YZVAm,human,https://t.co/GzS71YZVAm,1
