,id,name,username,created_at,protected,verified,location,description,followers_count,following_count,tweet_count,account_type,tweets
43,2178535066,Ash,Ashbrookeeee,2013-11-12T18:28:34.000Z,True,False,"Newcastle Upon Tyne, England",,682.0,515.0,10280.0,human,
44,1912854409,𝓯𝓪𝔃𝓵𝓲𝓪𝓷𝓲,fazliani_,2013-09-28T01:57:45.000Z,True,False,"Kedah, Malaysia",,609.0,277.0,70981.0,human,
45,103012516,Laura,lseelman,2010-01-08T15:36:38.000Z,True,False,Where the Wild Things Are,,47.0,448.0,215.0,human,
46,2592594146,Oxy,hexa_noic,2014-06-28T06:22:33.000Z,True,False,,,1.0,43.0,149.0,bot,
47,1399838978,Caaa🌸,Bloomyyyyyyy_,2013-05-03T14:09:53.000Z,True,False,اللهم صل على سيدنا محمد🤍,لا يكلف الله نفسا الا وسعها🤍,205.0,345.0,45891.0,human,
48,862705952,Harriet Warfield,harrietwa38i28l,2012-10-05T08:13:26.000Z,False,False,"Tallahassee, United States",Technology is a gift of God. After the gift of life it is perhaps the greatest of God's gifts. It is the mother of civilizations; of arts and of sciences.,5.0,113.0,2184.0,bot,
49,1086576967,75KG,80005500,2013-01-13T16:30:13.000Z,True,False,,,4.0,24.0,1162.0,bot,
50,700993259972091904,spicy gin,outrageusjerica,2016-02-20T10:39:51.000Z,True,False,san junipero,,4.0,52.0,20244.0,human,
51,874986954861027328,سامبولینا,sambolinam,2017-06-14T13:48:41.000Z,True,False,"Tehran, IRAN",No more!,71.0,118.0,957.0,bot,
52,57924370,James Rainier,MrJamesRainier,2009-07-18T12:47:02.000Z,True,False,Singapore,,1.0,328.0,21250.0,human,
53,921164568,りんご,CHOCOTORNADO,2012-11-02T14:52:50.000Z,True,False,,成人/爆轟/雑多,6133.0,109.0,39220.0,human,
54,326622072,kaitlyn,heeykaity,2011-06-30T06:27:18.000Z,True,False,,Sometimes it's the very people who no one imagines anything of who do the things that no one can imagine ✨,195.0,298.0,9087.0,human,
55,3715095492,Stupid Panda,JasonDynasty,2015-09-28T13:37:46.000Z,True,False,"Baltimore, MD",Live life how you want....... life is too short to live by someone else's rules,21.0,76.0,1520.0,human,
0,2203835340,rishi,RishiAda,2013-11-19T22:15:47.000Z,True,False,,,268.0,214.0,1275.0,human,
1,390585309,JM,james_mcguire20,2011-10-14T06:25:21.000Z,False,False,Luton,.Magaluf 2013 ☀ Kavos 2014 ☀️ danielle❤️,79.0,0.0,3564.0,human,
2,3795049456,Maximiliano Ruste,maximilcorrea,2015-09-27T17:22:56.000Z,True,False,"Anápolis, GO",There's nothing you can show me from behind the wall,67.0,251.0,7024.0,human,
3,859000027011624960,ryan,AdvisableTweets,2017-05-01T11:02:20.000Z,False,False,,,0.0,0.0,0.0,human,
4,877492309742542848,قحطان محمد,hhmggixiyhmm302,2017-06-21T11:44:04.000Z,False,False,,,0.0,0.0,1066.0,bot,
5,1417928000,✽ゆーか✽,913Ket,2013-05-10T12:00:42.000Z,True,False,,'97 華6,794.0,666.0,38064.0,human,
6,325312479,@JMoney#1,1_jmoney,2011-06-28T02:50:57.000Z,True,False,Mobile Alabama,THE BROADNAX FAMILY!!! :) WERE ALL TOGETHER FAMILY!!!!! :),22.0,106.0,2195.0,bot,
7,78635133,Bukan Siapa Siapa,tegak_panjang,2009-09-30T15:51:22.000Z,True,False,Indonesia,##,174.0,2386.0,11217.0,human,
8,1071604010,Christiano 𝑀.,mvchristianoo,2013-01-08T18:13:48.000Z,True,False,"Utah, USA",5’5” on my good days. He/Him,2041.0,671.0,4362.0,human,
9,84926702,N,Stacsssssff,2009-10-24T20:02:34.000Z,True,False,Toronto,Fashion,25233.0,131.0,79.0,human,
10,18866487,Alex M,konawylde,2009-01-11T13:26:38.000Z,False,False,Arkansas,Ghost hunting nerd...,20.0,79.0,2008.0,human,
11,494395788,lily tieu,lilytieu,2012-02-16T21:18:47.000Z,True,False,Goat House,one pull Tom,701.0,258.0,15165.0,human,
12,328196534,jesss,autumnbluu,2011-07-02T22:42:14.000Z,True,False,"los angeles, ca",sweeter than sweet tea,597.0,217.0,59219.0,human,
13,2544886351,Paul 𓂀,ThePJBentley,2014-06-04T01:14:16.000Z,True,False,,"My name is Paul / PJ / Bentley. I play The Sims, watch reality TV, and obsess over horror. ESL teacher/tutor. New Jerseyan turned Madrileño. Vegan. | he/him",678.0,992.0,3358.0,human,
14,1099948753,B⚡️,ASAP_Flash_,2013-01-18T03:45:31.000Z,False,False,,,174.0,554.0,3457.0,human,
15,3048202985,Lauryn Gutierrez,GutzyLo,2015-02-20T23:45:33.000Z,True,False,"Washington, DC",Social Change Communicator + Multimedia Professional + Photojournalist. I've covered 100+ social actions and counting. RTs not endorsements.,1193.0,2136.0,17553.0,human,
16,2311316234,🦈,IMGUCCIMANE2006,2014-01-26T05:41:07.000Z,True,False,,Jordan Era 🏆,276.0,52.0,22773.0,human,
17,1362860816,dianne,diannekeysor,2013-04-18T20:38:45.000Z,True,False,"Yellowstone National Park, WY","You don't have to be a Rockefeller, to help a fella",371.0,111.0,13167.0,human,
18,69723216,Rebecca Redfern,rebecca_ficomm,2009-08-28T23:19:07.000Z,True,False,"Los Angeles, CA",Your causes and your virtue signalling mean nothing to me. #alllivesmatter,683.0,833.0,3321.0,human,
19,45344252,JP,heartitis07,2009-06-07T14:08:12.000Z,True,False,,,105.0,538.0,1663.0,human,
20,1315432010,Jessica Salinas,jessicamsalinas,2013-03-29T23:42:00.000Z,False,False,,,8.0,198.0,2879.0,bot,
21,2992367496,TM,TraderMentality,2015-01-22T15:13:22.000Z,True,False,The .618,Technical Analyst. Disciple of price. Swing trader with an eye for the chart 🧐📈 Adapt & evolve. Tweets not recommendations to buy/sell anything.,43138.0,95.0,36913.0,human,
22,383772562,PJ,pjalabat,2011-10-02T13:56:07.000Z,True,False,,一期一会,300.0,196.0,34422.0,human,
23,534243387,akari,axx_s3l,2012-03-23T10:52:45.000Z,True,False,✔︎mokopeni,KU4 ☁️〝sociology / FC.socio / and's / '96,1093.0,759.0,16760.0,human,
24,273148125,Ashley Murphy,Living_My_Best,2011-03-27T22:57:44.000Z,True,False,Dallas,,219.0,146.0,9581.0,human,
25,716433889,عزوز,Azooz_1Q,2012-07-25T17:23:32.000Z,True,False,المملكة العربية السعودية,"#Gamer 🎮 #Anime ✨ #Movie 📺 #japan 🇯🇵 Most of what we worry about, never happen",103881.0,108691.0,30912.0,bot,
26,23587331,bots hacked profile,SCHINKELcompany,2009-03-10T12:51:24.000Z,False,False,,This Profile had been hacked. All RT and Favs are made by bots and @Twitter doesn't help to stop that. Call it social media 2017,39.0,26.0,2171.0,bot,
27,1956112946,Russell,RUSSTHAGOON,2013-10-12T08:20:12.000Z,True,False,,,282.0,255.0,5230.0,human,
28,2772429750,⚡jacks,jaackieev,2014-08-27T06:01:37.000Z,True,False,,(she | her) 📸,164.0,333.0,10159.0,human,
29,463203444,𝙻𝚊𝚗𝚊,allanassantoss,2012-01-13T21:03:14.000Z,True,False,Espírito Santo,• 24 | tricolor carioca | capixaba •,866.0,450.0,81187.0,human,
30,3012238739,Murat Kamalak,murat_178,2015-02-02T14:01:27.000Z,False,False,,,19.0,0.0,2187.0,bot,
31,3066031501,Anna Pham,aphamilyaffair,2015-03-07T06:11:03.000Z,False,False,"Denver, CO",,7.0,19.0,839.0,bot,
32,207613520,Buddywood CustomMade,buddywoodcustom,2010-10-25T17:36:03.000Z,False,False,Cádiz,"Handmade longboards. There aren't two Buddywood alike. We want to communicate our concept of longskate by the fusion of surf, skate and art.",749.0,198.0,3735.0,bot,
33,101183243,Annie Eddington,ImpliedVol12,2010-01-02T09:30:26.000Z,True,False,,Come to me 💝💝💝 https://t.co/KrSq72xSzW,1.0,0.0,73.0,bot,
34,403173316,#KEEPPLUGGN,TeeStuntin,2011-11-02T03:45:28.000Z,True,False,Dc,♍️ KING/MSB♥️,963.0,597.0,67409.0,human,
35,191623334,Ye,asdfghjkl2678q,2010-09-16T22:40:33.000Z,True,False,,,0.0,2.0,23.0,bot,
36,1622929628,William Wolf,wwolf_1994,2013-07-26T13:12:12.000Z,True,False,,"Interests include physics, philosophy, Ancient Greek literature, Tom Brady, and complaining about taxes. Notre Dame. UChicago. Oxford. Chromosomes XY",157.0,1579.0,6445.0,human,
37,22278422,Michele,wa_lickyit,2009-02-28T17:55:48.000Z,True,False,,"Animals over people. Also, anxiety.",168.0,395.0,8645.0,human,
38,2993156499,Tania,ttkg__,2015-01-22T23:07:37.000Z,True,False,"Queens, NY",,122.0,57.0,3950.0,human,
39,3197629148,Megan Seamands,mseamands,2015-05-16T15:42:12.000Z,True,False,,,70.0,97.0,5579.0,human,
40,136049704,Mike H,DashHayes,2010-04-22T22:29:35.000Z,True,False,Virginia,"Fan of @hokiesports, UX Design, Oxford Commas, and Ice Cream 😈",71.0,172.0,2828.0,human,
41,1481897132,Alan porker,mankrick696,2013-06-04T10:11:17.000Z,True,False,日本 東京,,3.0,66.0,3077.0,bot,
42,2231891459,Undo,rubn_lalo,2013-12-18T16:45:04.000Z,True,False,,This is not about mim,161.0,1057.0,11576.0,human,
43,378271345,🌶,srirachagod859,2011-09-22T22:52:16.000Z,True,False,,University of Kentucky | Figuring things out as I go 🇻🇳🇰🇭,317.0,324.0,3016.0,human,
44,309327600,Benjamin Potter,bigbeefbueno,2011-06-01T22:29:54.000Z,True,False,"Kalamazoo, MI",https://t.co/aZSzNrq2wh,42.0,113.0,2561.0,human,
45,305133386,Deshaun Watson,deshaunwatson,2011-05-25T18:06:02.000Z,True,True,,Football Inquiries Contact: @DavidMulugheta Marketing Inquiries Contact: @BryanBurney7,1458001.0,729.0,20190.0,human,
46,1356855306,54301,rock_shox_dxy,2013-04-16T13:24:19.000Z,True,False,shanghai,,1.0,0.0,3.0,bot,
47,274987019,Rodney Plew,indypal317,2011-03-31T12:15:50.000Z,True,False,,,0.0,5.0,1929.0,bot,
48,747974479523905536,cristian 🍦,diligentcris,2016-06-29T02:06:27.000Z,True,False,,TX,144.0,213.0,6542.0,human,
49,456391402,ListenNatalie,ListenNatalie,2012-01-06T05:59:45.000Z,True,False,,big bitches do it better | do good recklessly | I'm like Hip Hop and Rock&Roll.,248.0,254.0,5368.0,human,
50,1396439852,Harry Goaz,HarryGoaz,2013-05-02T06:50:43.000Z,True,False,,Mother's Little Helper,239179.0,143432.0,1680.0,human,
51,588774302,Jerome,JeromeJerwal,2012-05-24T02:54:41.000Z,True,False,canada ,,31.0,1435.0,2930.0,bot,
52,717587216030011392,Joyboy,obxvv,2016-04-06T05:38:19.000Z,True,False,Toronto ,brain candy,17.0,322.0,6052.0,human,
53,1056186682075156481,Will,Progresbyterian,2018-10-27T14:11:42.000Z,True,False,"Virginia, USA","I like video games, violins, art, reading, biking, and skiing.

#ActuallyAutistic",214.0,219.0,2968.0,human,
54,446692609,Jacob Olson,Olson147,2011-12-26T01:59:03.000Z,True,False,,,125.0,117.0,2748.0,human,
0,13630852,gwidianto,gwidianto,2008-02-18T16:53:28.000Z,True,False,,"Translator, Editor, Publisher.",1235.0,2260.0,108124.0,bot,
1,3257925073,trixiamaura,trixiamaura,2015-06-27T15:14:51.000Z,True,False,,The discomfort of progress is a blessing,278.0,221.0,8662.0,bot,
2,878706205,Zac Milano,one_zaccy_boi,2012-10-13T21:10:00.000Z,True,False,,IUB '21 || Guy who does stuff,45.0,135.0,50.0,human,
3,1394343672,Abby Foster,guoxiaohua,2013-05-01T10:56:53.000Z,True,False,,Do you like fast? Come in! 😻😻😻 https://t.co/mRaqYuRe8H,9.0,0.0,696.0,bot,
4,713293693,MParker,parkermel7,2012-07-23T23:05:13.000Z,True,False,,,2.0,21.0,63.0,bot,
5,2161115061,Kierra Coffey,KuuKuu00_,2013-10-31T00:45:22.000Z,True,False,,: Rakharis Mommy 🤞🏼RIP Ant&Brandon ❤️I am my brothers keeper : Gemini ♊️,1200.0,1817.0,15782.0,human,
0,382146832,Gary Levesque,GaryLevesque1,2011-09-29T15:25:34.000Z,1.0,0.0,Gary Levesque,,26.0,932.0,1112.0,human,
1,2817464600,‘,martineznezzy,2014-09-18T17:45:46.000Z,0.0,0.0,,,299.0,1.0,4367.0,human,
2,84089194,ลอลอ💜,leafiiz,2009-10-21T14:17:03.000Z,1.0,0.0,,you're my best friend for the rest of my life @BTS_twt 🫶🏻,156.0,214.0,109640.0,human,
3,445847926,QVOCKI3,Quockiewockie,2011-12-24T23:54:07.000Z,1.0,0.0,,Coming soon......,298.0,541.0,12295.0,human,
4,74652122,Katieboo 💗,Katieboo720,2009-09-16T04:29:39.000Z,1.0,0.0,"St Paul, MN",💗🇺🇸💙 OH ➡️ NC ➡️ CA ➡️ MN #LoveWins #MeToo #oneMN,131.0,2524.0,1840.0,human,
5,1619729028,Dzhordzh Lesli,cent4ekpo,2013-07-25T07:49:16.000Z,1.0,0.0,Abuja,Hey! You want me? https://t.co/rU7XFZwhxo,0.0,0.0,9.0,bot,
6,2982091460,Katie Berrington,manishsin3,2015-01-14T08:20:23.000Z,1.0,0.0,,How do you like my site? 😙😙😙 https://t.co/gEVuWv2qkh,3.0,24.0,12.0,bot,
7,3174505203,sah ✨,callmekpopper,2015-04-17T00:56:42.000Z,1.0,0.0,moa and army ,"I love kpop and animes • she/her, ela/dela • eng/pt-br • I'm a bisexual mess",720.0,1413.0,8295.0,human,
8,1624972208,Ginés Fortún,Giiin89,2013-07-27T08:23:21.000Z,0.0,0.0,,"Enfermero, Monitor de gimnasio y componente de Popnography     PD: Qiero un Dragon!!!!!",17.0,30.0,905.0,bot,
9,630922308,Sierra Lee,sierragrace007,2012-07-09T06:16:52.000Z,0.0,0.0,TX,♡ RPA ♡ 10.22.21 ♡,1088.0,354.0,19663.0,human,
10,39001193,renae salunga,renaexsalunga,2009-05-10T05:11:18.000Z,1.0,0.0,"Washington, DC",georgetown '21,254.0,302.0,172.0,human,
11,2950897231,mely,melyxxo,2014-12-29T20:16:08.000Z,0.0,0.0,"Houston, TX",shsu,687.0,629.0,12503.0,human,
12,1570971236,israel,israel2391,2013-07-05T17:19:15.000Z,1.0,0.0,,,0.0,483.0,92.0,bot,
13,709828277,india☆,indizzleedadon,2013-10-11T20:34:35.000Z,1.0,0.0,live from the gutta. ,25. June🤍,3554.0,1585.0,131864.0,human,
14,127344362,Ricardo Luque,RickLuke,2010-03-28T22:25:07.000Z,1.0,0.0,"Bogotá D. C., Colombia",Meditando,46.0,16.0,2748.0,bot,
15,765903563252006912,Ira Harding,avgustinsergee2,2016-08-17T13:30:14.000Z,0.0,0.0,,"Entrepreneur /engineer, freedom, crypto, tennis and surfing.",10.0,0.0,1227.0,bot,
16,756815799390797825,Robert,isaev_zurab,2016-07-23T11:38:42.000Z,0.0,0.0,San Francisco,Major tunes fanatic... love too much and also play too little. I cherish my nation and my family members,0.0,0.0,1225.0,bot,
17,2979733589,aaaaa,birgunbelkihay,2015-01-15T13:19:30.000Z,0.0,0.0,,,44.0,93.0,3444.0,bot,
18,285417962,ASRA PRIV. ☢️,asrapriv,2011-04-21T03:34:36.000Z,1.0,0.0,Ecuador,,263.0,456.0,5210.0,bot,
19,2846040640,.,X13CEO,2014-10-26T23:51:48.000Z,0.0,0.0,,Placeholder for @X13_Demon,6.0,1.0,0.0,human,
20,155918979,Gina,gmv398,2010-06-15T14:14:43.000Z,1.0,0.0,"St. Louis, Missouri",,222.0,519.0,1235.0,human,
0,862659570,Latisha Whitney,latishawh01y24m,2012-10-05T07:29:47.000Z,0.0,0.0,"Green, United States",Honor is not the exclusive property of any political party.,1.0,45.0,2182.0,bot,
1,2541167737,Ogre,ef9tk,2014-06-02T10:07:14.000Z,0.0,0.0,,,2.0,0.0,1999.0,bot,
2,756885870674862082,Dane,grigorevaaprel2,2016-07-23T16:17:08.000Z,0.0,0.0,Salt Lake City,Massive new music fanatic... love a little too much and then play too little. I really love my country along with my family,1.0,0.0,1225.0,bot,
3,2334336214,Khatuna Narsia,lulaluleiaa,2014-02-09T19:46:20.000Z,1.0,0.0,Georgia,🐙🐛☔️🍄🍂🦄⚜️♋️💜🧵🔮,14.0,341.0,3269.0,bot,
4,476259561,gabriel,bringmethgabe,2012-01-27T23:10:44.000Z,1.0,0.0,,a rush of blood to the head.,78.0,155.0,4288.0,bot,
5,1040393587,Mateuszek,pedowulupo,2012-12-27T19:28:41.000Z,0.0,0.0,,,1.0,0.0,6771.0,bot,
6,159327669,Zodiac Sign = $,LilFiddyCent,2010-06-25T02:31:36.000Z,1.0,0.0,"Lawrence, MA",Nothing to see here. Professional Forex trader and happily engaged 🥰.,353.0,249.0,76709.0,human,
7,26683141,☮Chanel♥Iman☺,chaneliman,2009-03-26T03:53:10.000Z,0.0,0.0,,,205449.0,0.0,2717.0,human,
8,96413639,Hannah Reid,HannahReid_x,2009-12-12T20:38:24.000Z,1.0,0.0,,"🦄 24, Staff Nurse, Burton on Trent, Mrs smith to be 💍🏡",477.0,236.0,9457.0,human,
9,177940531,Leonel Rojas Sánchez,LeonelRojas84,2010-08-13T13:14:19.000Z,1.0,0.0,puebla,la familia lo mejor y mas importante del mundo.,33.0,311.0,1076.0,human,
10,3141216486,Romeo,milaaaydelacruz,2015-04-06T06:11:23.000Z,1.0,0.0,,rise & grind //,1043.0,651.0,13467.0,human,
11,197601535,diana 🤝,diannaaM_,2010-10-01T23:17:05.000Z,1.0,0.0,,,357.0,236.0,35736.0,human,
12,1577789887,rich,publishingminds,2013-07-08T14:08:50.000Z,1.0,0.0,"Flint, MI","history, hockey, horror",2247.0,25.0,7188.0,human,
13,760159241403531265,陈柯,ichenkeck,2016-08-01T17:04:21.000Z,1.0,0.0,"北京, 中华人民共和国",但行好事，莫问前程。,18.0,3200.0,38.0,bot,
14,627518012,laura’,blond_lov3,2012-07-05T16:27:35.000Z,1.0,0.0,Латвия,,14.0,5.0,5950.0,bot,
15,1977559646,.,_AyeYoBlanco,2013-10-21T05:40:23.000Z,1.0,0.0,,,478.0,1.0,26447.0,human,
16,399190737,TJ.lick,JtLicker,2011-10-27T03:52:30.000Z,1.0,0.0,San Diego,,20.0,801.0,2607.0,bot,
17,2183080705,CeeCee 🥰💇🏼‍♀️,Cheyenne_Loves6,2013-11-08T22:00:25.000Z,1.0,0.0,United States,Hair Goddess 😈💇🏻‍♀️,1211.0,4115.0,15805.0,human,
18,240855991,☆,saibligg,2011-01-20T22:22:38.000Z,1.0,0.0,dip,"always us, never them",938.0,169.0,34529.0,human,
19,378743736,بدر العتيبي,Al_otaibiq8,2011-09-23T18:49:07.000Z,0.0,0.0,"Scotland, United Kingdom",باحث ماجستير .⚖ 🇬🇧,73708.0,5950.0,17064.0,human,
20,1368599678,maryah,asap_ryah,2013-04-21T03:49:21.000Z,1.0,0.0,,,469.0,213.0,31084.0,human,
21,3287755980,sdp miggy 🅴,___miggy____,2015-07-22T17:59:29.000Z,1.0,0.0,miami,999/22 yeah I’m him sag ☼ sag ☽ scorpio ↑    ❦ J,1245.0,640.0,155810.0,bot,
22,2498702638,Andres Camacho,_Camacho7,2014-04-21T03:15:29.000Z,1.0,0.0,,Colonia | Villanova Soccer #3,715.0,368.0,3049.0,human,
23,862662055,Kelsey Usher,kelseyus40h69r,2012-10-05T07:20:08.000Z,0.0,0.0,"Forest City, United States",Time is the scarcest resource and unless it is managed nothing else can be managed.,2.0,120.0,2192.0,bot,
24,373763576,Claudia feliciano,barbieblacklau,2011-09-15T04:39:04.000Z,1.0,0.0,Charallave_Edo. miranda,"Playmate febrero 2013 chica motor extreme,garota,Modelo y actriz, Chica meridiano,chica lider,chica propia. modelo del video de kikeymark so si ta rico",146466.0,234.0,5820.0,human,
25,2530946646,Ignacio.,_ignaciio17,2014-05-28T22:09:59.000Z,1.0,0.0,Uruguay_Maldonado🏝,insta: ignaciio.fernandez  😎🤞 •Aries,1689.0,1011.0,94583.0,bot,
26,359870148,Suzanne Calhoun,N_Gendolla,2011-08-22T09:24:18.000Z,1.0,0.0,,How do you like me? 😁 https://t.co/F6OEWU6y9Y,10.0,0.0,39.0,bot,
27,862662378,Ninnetta Manning,ninnettama73p30,2012-10-05T07:32:52.000Z,0.0,0.0,"Saint Albans, United States",Dream manfully and nobly; and thy dreams shall be prophets.,1.0,39.0,2180.0,bot,
28,2843685004,🖤Carly Lehwald,CarlyELehwald,2014-10-25T13:15:09.000Z,0.0,1.0,Total Lesbian USA - Don't like me? Cool move on.,Christianity or bigotry? which is it? I am Anti ALL Religious Extremism including Christianity! NO religion should legislate rights of people. America has lost.,6522.0,1103.0,35472.0,human,
29,191049947,Sam Frizell,Sam_Frizell,2010-09-15T13:59:49.000Z,1.0,1.0,New York City,,2685.0,1324.0,5525.0,human,
